PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
308,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,17,1,0,PC 17758,108.9,C,C,1
309,2,"Abelson, Mr. Samuel",1,30,1,0,P/PP 3381,24,F,C,0
310,1,"Francatelli, Miss. Laura Mabel",0,30,0,0,PC 17485,56.9292,E,C,1
311,1,"Hays, Miss. Margaret Bechstein",0,24,0,0,11767,83.1583,C,C,1
312,1,"Ryerson, Miss. Emily Borie",0,18,2,2,PC 17608,262.375,B,C,1
313,2,"Lahtinen, Mrs. William (Anna Sylfven)",0,26,1,1,250651,26,F,S,0
314,3,"Hendekovic, Mr. Ignjac",1,28,0,0,349243,7.8958,G,S,0
315,2,"Hart, Mr. Benjamin",1,43,1,1,F.C.C. 13529,26.25,F,S,0
316,3,"Nilsson, Miss. Helmina Josefina",0,26,0,0,347470,7.8542,G,S,1
317,2,"Kantor, Mrs. Sinai (Miriam Sternin)",0,24,1,0,244367,26,F,S,1
318,2,"Moraweck, Dr. Ernest",1,54,0,0,29011,14,G,S,0
319,1,"Wick, Miss. Mary Natalie",0,31,0,2,36928,164.8667,C,S,1
320,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,40,1,1,16966,134.5,E,C,1
321,3,"Dennis, Mr. Samuel",1,22,0,0,A/5 21172,7.25,G,S,0
322,3,"Danoff, Mr. Yoto",1,27,0,0,349219,7.8958,G,S,0
323,2,"Slayter, Miss. Hilda Mary",0,30,0,0,234818,12.35,G,Q,1
324,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,22,1,1,248738,29,T,S,1
325,3,"Sage, Mr. George John Jr",1,,8,2,CA. 2343,69.55,C,S,0
326,1,"Young, Miss. Marie Grice",0,36,0,0,PC 17760,135.6333,C,C,1
327,3,"Nysveen, Mr. Johan Hansen",1,61,0,0,345364,6.2375,G,S,0
328,2,"Ball, Mrs. (Ada E Hall)",0,36,0,0,28551,13,D,S,1
329,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,31,1,1,363291,20.525,F,S,1
330,1,"Hippach, Miss. Jean Gertrude",0,16,0,1,111361,57.9792,B,C,1
331,3,"McCoy, Miss. Agnes",0,,2,0,367226,23.25,F,Q,1
332,1,"Partner, Mr. Austen",1,45.5,0,0,113043,28.5,C,S,0
333,1,"Graham, Mr. George Edward",1,38,0,1,PC 17582,153.4625,C,S,0
334,3,"Vander Planke, Mr. Leo Edmondus",1,16,2,0,345764,18,F,S,0
335,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,,1,0,PC 17611,133.65,B,S,1
336,3,"Denkoff, Mr. Mitto",1,,0,0,349225,7.8958,G,S,0
337,1,"Pears, Mr. Thomas Clinton",1,29,1,0,113776,66.6,C,S,0
338,1,"Burns, Miss. Elizabeth Margaret",0,41,0,0,16966,134.5,E,C,1
339,3,"Dahl, Mr. Karl Edwart",1,45,0,0,7598,8.05,G,S,1
340,1,"Blackwell, Mr. Stephen Weart",1,45,0,0,113784,35.5,T,S,0
341,2,"Navratil, Master. Edmond Roger",1,2,1,1,230080,26,F,S,1
342,1,"Fortune, Miss. Alice Elizabeth",0,24,3,2,19950,263,C,S,1
343,2,"Collander, Mr. Erik Gustaf",1,28,0,0,248740,13,G,S,0
344,2,"Sedgwick, Mr. Charles Frederick Waddington",1,25,0,0,244361,13,G,S,0
345,2,"Fox, Mr. Stanley Hubert",1,36,0,0,229236,13,G,S,0
346,2,"Brown, Miss. Amelia ""Mildred""",0,24,0,0,248733,13,F,S,1
347,2,"Smith, Miss. Marion Elsie",0,40,0,0,31418,13,G,S,1
348,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,,1,0,386525,16.1,F,S,1
349,3,"Coutts, Master. William Loch ""William""",1,3,1,1,C.A. 37671,15.9,G,S,1
350,3,"Dimic, Mr. Jovan",1,42,0,0,315088,8.6625,G,S,0
351,3,"Odahl, Mr. Nils Martin",1,23,0,0,7267,9.225,G,S,0
352,1,"Williams-Lambert, Mr. Fletcher Fellows",1,,0,0,113510,35,C,S,0
353,3,"Elias, Mr. Tannous",1,15,1,1,2695,7.2292,G,C,0
354,3,"Arnold-Franchi, Mr. Josef",1,25,1,0,349237,17.8,F,S,0
355,3,"Yousif, Mr. Wazli",1,,0,0,2647,7.225,G,C,0
356,3,"Vanden Steen, Mr. Leo Peter",1,28,0,0,345783,9.5,G,S,0
357,1,"Bowerman, Miss. Elsie Edith",0,22,0,1,113505,55,E,S,1
358,2,"Funk, Miss. Annie Clemmer",0,38,0,0,237671,13,G,S,0
359,3,"McGovern, Miss. Mary",0,,0,0,330931,7.8792,G,Q,1
360,3,"Mockler, Miss. Helen Mary ""Ellie""",0,,0,0,330980,7.8792,G,Q,1
361,3,"Skoog, Mr. Wilhelm",1,40,1,4,347088,27.9,T,S,0
362,2,"del Carlo, Mr. Sebastiano",1,29,1,0,SC/PARIS 2167,27.7208,T,C,0
363,3,"Barbara, Mrs. (Catherine David)",0,45,0,1,2691,14.4542,G,C,0
364,3,"Asim, Mr. Adola",1,35,0,0,SOTON/O.Q. 3101310,7.05,G,S,0
365,3,"O'Brien, Mr. Thomas",1,,1,0,370365,15.5,G,Q,0
366,3,"Adahl, Mr. Mauritz Nils Martin",1,30,0,0,C 7076,7.25,G,S,0
367,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,60,1,0,110813,75.25,D,C,1
368,3,"Moussa, Mrs. (Mantoura Boulos)",0,,0,0,2626,7.2292,G,C,1
369,3,"Jermyn, Miss. Annie",0,,0,0,14313,7.75,G,Q,1
370,1,"Aubart, Mme. Leontine Pauline",0,24,0,0,PC 17477,69.3,B,C,1
371,1,"Harder, Mr. George Achilles",1,25,1,0,11765,55.4417,E,C,1
372,3,"Wiklund, Mr. Jakob Alfred",1,18,1,0,3101267,6.4958,G,S,0
373,3,"Beavan, Mr. William Thomas",1,19,0,0,323951,8.05,G,S,0
374,1,"Ringhini, Mr. Sante",1,22,0,0,PC 17760,135.6333,B,C,0
375,3,"Palsson, Miss. Stina Viola",0,3,3,1,349909,21.075,F,S,0
376,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,,1,0,PC 17604,82.1708,C,C,1
377,3,"Landergren, Miss. Aurora Adelia",0,22,0,0,C 7077,7.25,G,S,1
378,1,"Widener, Mr. Harry Elkins",1,27,0,2,113503,211.5,C,C,0
379,3,"Betros, Mr. Tannous",1,20,0,0,2648,4.0125,G,C,0
380,3,"Gustafsson, Mr. Karl Gideon",1,19,0,0,347069,7.775,G,S,0
381,1,"Bidois, Miss. Rosalie",0,42,0,0,PC 17757,227.525,B,C,1
382,3,"Nakid, Miss. Maria (""Mary"")",0,1,0,2,2653,15.7417,G,C,1
383,3,"Tikkanen, Mr. Juho",1,32,0,0,STON/O 2. 3101293,7.925,G,S,0
384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,35,1,0,113789,52,E,S,1
385,3,"Plotcharsky, Mr. Vasil",1,,0,0,349227,7.8958,G,S,0
386,2,"Davies, Mr. Charles Henry",1,18,0,0,S.O.C. 14879,73.5,C,S,0
387,3,"Goodwin, Master. Sidney Leonard",1,1,5,2,CA 2144,46.9,A,S,0
388,2,"Buss, Miss. Kate",0,36,0,0,27849,13,G,S,1
389,3,"Sadlier, Mr. Matthew",1,,0,0,367655,7.7292,G,Q,0
390,2,"Lehmann, Miss. Bertha",0,17,0,0,SC 1748,12,G,C,1
391,1,"Carter, Mr. William Ernest",1,36,1,2,113760,120,B,S,1
392,3,"Jansson, Mr. Carl Olof",1,21,0,0,350034,7.7958,G,S,1
393,3,"Gustafsson, Mr. Johan Birger",1,28,2,0,3101277,7.925,G,S,0
394,1,"Newell, Miss. Marjorie",0,23,1,0,35273,113.275,D,C,1
395,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,24,0,2,PP 9549,16.7,G,S,1
396,3,"Johansson, Mr. Erik",1,22,0,0,350052,7.7958,G,S,0
397,3,"Olsson, Miss. Elina",0,31,0,0,350407,7.8542,G,S,0
398,2,"McKane, Mr. Peter David",1,46,0,0,28403,26,F,S,0
399,2,"Pain, Dr. Alfred",1,23,0,0,244278,10.5,G,S,0
400,2,"Trout, Mrs. William H (Jessie L)",0,28,0,0,240929,12.65,G,S,1
401,3,"Niskanen, Mr. Juha",1,39,0,0,STON/O 2. 3101289,7.925,G,S,1
402,3,"Adams, Mr. John",1,26,0,0,341826,8.05,G,S,0
403,3,"Jussila, Miss. Mari Aina",0,21,1,0,4137,9.825,G,S,0
404,3,"Hakkarainen, Mr. Pekka Pietari",1,28,1,0,STON/O2. 3101279,15.85,G,S,0
405,3,"Oreskovic, Miss. Marija",0,20,0,0,315096,8.6625,G,S,0
406,2,"Gale, Mr. Shadrach",1,34,1,0,28664,21,F,S,0
407,3,"Widegren, Mr. Carl/Charles Peter",1,51,0,0,347064,7.75,G,S,0
408,2,"Richards, Master. William Rowe",1,3,1,1,29106,18.75,F,S,1
409,3,"Birkeland, Mr. Hans Martin Monsen",1,21,0,0,312992,7.775,G,S,0
410,3,"Lefebre, Miss. Ida",0,,3,1,4133,25.4667,F,S,0
411,3,"Sdycoff, Mr. Todor",1,,0,0,349222,7.8958,G,S,0
412,3,"Hart, Mr. Henry",1,,0,0,394140,6.8583,G,Q,0
413,1,"Minahan, Miss. Daisy E",0,33,1,0,19928,90,C,Q,1
414,2,"Cunningham, Mr. Alfred Fleming",1,,0,0,239853,0,G,S,0
415,3,"Sundman, Mr. Johan Julian",1,44,0,0,STON/O 2. 3101269,7.925,G,S,1
416,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,,0,0,343095,8.05,G,S,0
417,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",0,34,1,1,28220,32.5,T,S,1
418,2,"Silven, Miss. Lyyli Karoliina",0,18,0,2,250652,13,G,S,1
419,2,"Matthews, Mr. William John",1,30,0,0,28228,13,G,S,0
420,3,"Van Impe, Miss. Catharina",0,10,0,2,345773,24.15,F,S,0
421,3,"Gheorgheff, Mr. Stanio",1,,0,0,349254,7.8958,G,C,0
422,3,"Charters, Mr. David",1,21,0,0,A/5. 13032,7.7333,G,Q,0
423,3,"Zimmerman, Mr. Leo",1,29,0,0,315082,7.875,G,S,0
424,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,28,1,1,347080,14.4,G,S,0
425,3,"Rosblom, Mr. Viktor Richard",1,18,1,1,370129,20.2125,F,S,0
426,3,"Wiseman, Mr. Phillippe",1,,0,0,A/4. 34244,7.25,G,S,0
427,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,28,1,0,2003,26,F,S,1
428,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,19,0,0,250655,26,F,S,1
429,3,"Flynn, Mr. James",1,,0,0,364851,7.75,G,Q,0
430,3,"Pickard, Mr. Berk (Berk Trembisky)",1,32,0,0,SOTON/O.Q. 392078,8.05,E,S,1
431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,28,0,0,110564,26.55,C,S,1
432,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,,1,0,376564,16.1,F,S,1
433,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,42,1,0,SC/AH 3085,26,F,S,1
434,3,"Kallio, Mr. Nikolai Erland",1,17,0,0,STON/O 2. 3101274,7.125,G,S,0
435,1,"Silvey, Mr. William Baird",1,50,1,0,13507,55.9,E,S,0
436,1,"Carter, Miss. Lucile Polk",0,14,1,2,113760,120,B,S,1
437,3,"Ford, Miss. Doolina Margaret ""Daisy""",0,21,2,2,W./C. 6608,34.375,T,S,0
438,2,"Richards, Mrs. Sidney (Emily Hocking)",0,24,2,3,29106,18.75,F,S,1
439,1,"Fortune, Mr. Mark",1,64,1,4,19950,263,C,S,0
440,2,"Kvillner, Mr. Johan Henrik Johannesson",1,31,0,0,C.A. 18723,10.5,G,S,0
441,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",0,45,1,1,F.C.C. 13529,26.25,F,S,1
442,3,"Hampe, Mr. Leon",1,20,0,0,345769,9.5,G,S,0
443,3,"Petterson, Mr. Johan Emil",1,25,1,0,347076,7.775,G,S,0
444,2,"Reynaldo, Ms. Encarnacion",0,28,0,0,230434,13,G,S,1
445,3,"Johannesen-Bratthammer, Mr. Bernt",1,,0,0,65306,8.1125,G,S,1
446,1,"Dodge, Master. Washington",1,4,0,2,33638,81.8583,A,S,1
447,2,"Mellinger, Miss. Madeleine Violet",0,13,0,1,250644,19.5,F,S,1
448,1,"Seward, Mr. Frederic Kimber",1,34,0,0,113794,26.55,F,S,1
449,3,"Baclini, Miss. Marie Catherine",0,5,2,1,2666,19.2583,F,C,1
450,1,"Peuchen, Major. Arthur Godfrey",1,52,0,0,113786,30.5,C,S,1
451,2,"West, Mr. Edwy Arthur",1,36,1,2,C.A. 34651,27.75,T,S,0
452,3,"Hagland, Mr. Ingvald Olai Olsen",1,,1,0,65303,19.9667,F,S,0
453,1,"Foreman, Mr. Benjamin Laventall",1,30,0,0,113051,27.75,C,C,0
454,1,"Goldenberg, Mr. Samuel L",1,49,1,0,17453,89.1042,C,C,1
455,3,"Peduzzi, Mr. Joseph",1,,0,0,A/5 2817,8.05,G,S,0
456,3,"Jalsevac, Mr. Ivan",1,29,0,0,349240,7.8958,G,C,1
457,1,"Millet, Mr. Francis Davis",1,65,0,0,13509,26.55,E,S,0
458,1,"Kenyon, Mrs. Frederick R (Marion)",0,,1,0,17464,51.8625,D,S,1
459,2,"Toomey, Miss. Ellen",0,50,0,0,F.C.C. 13531,10.5,G,S,1
460,3,"O'Connor, Mr. Maurice",1,,0,0,371060,7.75,G,Q,0
461,1,"Anderson, Mr. Harry",1,48,0,0,19952,26.55,E,S,1
462,3,"Morley, Mr. William",1,34,0,0,364506,8.05,G,S,0
463,1,"Gee, Mr. Arthur H",1,47,0,0,111320,38.5,E,S,0
464,2,"Milling, Mr. Jacob Christian",1,48,0,0,234360,13,G,S,0
465,3,"Maisner, Mr. Simon",1,,0,0,A/S 2816,8.05,G,S,0
466,3,"Goncalves, Mr. Manuel Estanslas",1,38,0,0,SOTON/O.Q. 3101306,7.05,G,S,0
467,2,"Campbell, Mr. William",1,,0,0,239853,0,G,S,0
468,1,"Smart, Mr. John Montgomery",1,56,0,0,113792,26.55,F,S,0
469,3,"Scanlan, Mr. James",1,,0,0,36209,7.725,G,Q,0
470,3,"Baclini, Miss. Helene Barbara",0,0.75,2,1,2666,19.2583,F,C,1
471,3,"Keefe, Mr. Arthur",1,,0,0,323592,7.25,G,S,0
472,3,"Cacic, Mr. Luka",1,38,0,0,315089,8.6625,G,S,0
473,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",0,33,1,2,C.A. 34651,27.75,T,S,1
474,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,23,0,0,SC/AH Basle 541,13.7917,D,C,1
475,3,"Strandberg, Miss. Ida Sofia",0,22,0,0,7553,9.8375,G,S,0
476,1,"Clifford, Mr. George Quincy",1,,0,0,110465,52,A,S,0
477,2,"Renouf, Mr. Peter Henry",1,34,1,0,31027,21,F,S,0
478,3,"Braund, Mr. Lewis Richard",1,29,1,0,3460,7.0458,G,S,0
479,3,"Karlsson, Mr. Nils August",1,22,0,0,350060,7.5208,G,S,0
480,3,"Hirvonen, Miss. Hildur E",0,2,0,1,3101298,12.2875,G,S,1
481,3,"Goodwin, Master. Harold Victor",1,9,5,2,CA 2144,46.9,A,S,0
482,2,"Frost, Mr. Anthony Wood ""Archie""",1,,0,0,239854,0,G,S,0
483,3,"Rouse, Mr. Richard Henry",1,50,0,0,A/5 3594,8.05,G,S,0
484,3,"Turkula, Mrs. (Hedwig)",0,63,0,0,4134,9.5875,G,S,1
485,1,"Bishop, Mr. Dickinson H",1,25,1,0,11967,91.0792,B,C,1
486,3,"Lefebre, Miss. Jeannie",0,,3,1,4133,25.4667,F,S,0
487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0,35,1,0,19943,90,C,S,1
488,1,"Kent, Mr. Edward Austin",1,58,0,0,11771,29.7,B,C,0
489,3,"Somerton, Mr. Francis William",1,30,0,0,A.5. 18509,8.05,G,S,0
490,3,"Coutts, Master. Eden Leslie ""Neville""",1,9,1,1,C.A. 37671,15.9,G,S,1
491,3,"Hagland, Mr. Konrad Mathias Reiersen",1,,1,0,65304,19.9667,F,S,0
492,3,"Windelov, Mr. Einar",1,21,0,0,SOTON/OQ 3101317,7.25,G,S,0
493,1,"Molson, Mr. Harry Markland",1,55,0,0,113787,30.5,C,S,0
494,1,"Artagaveytia, Mr. Ramon",1,71,0,0,PC 17609,49.5042,E,C,0
495,3,"Stanley, Mr. Edward Roland",1,21,0,0,A/4 45380,8.05,G,S,0
496,3,"Yousseff, Mr. Gerious",1,,0,0,2627,14.4583,G,C,0
497,1,"Eustis, Miss. Elizabeth Mussey",0,54,1,0,36947,78.2667,D,C,1
498,3,"Shellard, Mr. Frederick William",1,,0,0,C.A. 6212,15.1,G,S,0
499,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",0,25,1,2,113781,151.55,C,S,0
500,3,"Svensson, Mr. Olof",1,24,0,0,350035,7.7958,G,S,0
501,3,"Calic, Mr. Petar",1,17,0,0,315086,8.6625,G,S,0
502,3,"Canavan, Miss. Mary",0,21,0,0,364846,7.75,G,Q,0
503,3,"O'Sullivan, Miss. Bridget Mary",0,,0,0,330909,7.6292,G,Q,0
504,3,"Laitinen, Miss. Kristina Sofia",0,37,0,0,4135,9.5875,G,S,0
505,1,"Maioni, Miss. Roberta",0,16,0,0,110152,86.5,B,S,1
506,1,"Penasco y Castellana, Mr. Victor de Satode",1,18,1,0,PC 17758,108.9,C,C,0
507,2,"Quick, Mrs. Frederick Charles (Jane Richards)",0,33,0,2,26360,26,F,S,1
508,1,"Bradley, Mr. George (""George Arthur Brayton"")",1,,0,0,111427,26.55,F,S,1
509,3,"Olsen, Mr. Henry Margido",1,28,0,0,C 4001,22.525,F,S,0
510,3,"Lang, Mr. Fang",1,26,0,0,1601,56.4958,C,S,1
511,3,"Daly, Mr. Eugene Patrick",1,29,0,0,382651,7.75,G,Q,1
512,3,"Webber, Mr. James",1,,0,0,SOTON/OQ 3101316,8.05,G,S,0
513,1,"McGough, Mr. James Robert",1,36,0,0,PC 17473,26.2875,E,S,1
514,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",0,54,1,0,PC 17603,59.4,C,C,1
515,3,"Coleff, Mr. Satio",1,24,0,0,349209,7.4958,G,S,0
516,1,"Walker, Mr. William Anderson",1,47,0,0,36967,34.0208,D,S,0
517,2,"Lemore, Mrs. (Amelia Milley)",0,34,0,0,C.A. 34260,10.5,F,S,1
518,3,"Ryan, Mr. Patrick",1,,0,0,371110,24.15,F,Q,0
519,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",0,36,1,0,226875,26,F,S,1
520,3,"Pavlovic, Mr. Stefo",1,32,0,0,349242,7.8958,G,S,0
521,1,"Perreault, Miss. Anne",0,30,0,0,12749,93.5,B,S,1
522,3,"Vovk, Mr. Janko",1,22,0,0,349252,7.8958,G,S,0
523,3,"Lahoud, Mr. Sarkis",1,,0,0,2624,7.225,G,C,0
524,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0,44,0,1,111361,57.9792,B,C,1
525,3,"Kassem, Mr. Fared",1,,0,0,2700,7.2292,G,C,0
526,3,"Farrell, Mr. James",1,40.5,0,0,367232,7.75,G,Q,0
527,2,"Ridsdale, Miss. Lucy",0,50,0,0,W./C. 14258,10.5,G,S,1
528,1,"Farthing, Mr. John",1,,0,0,PC 17483,221.7792,C,S,0
529,3,"Salonen, Mr. Johan Werner",1,39,0,0,3101296,7.925,G,S,0
530,2,"Hocking, Mr. Richard George",1,23,2,1,29104,11.5,G,S,0
531,2,"Quick, Miss. Phyllis May",0,2,1,1,26360,26,F,S,1
532,3,"Toufik, Mr. Nakli",1,,0,0,2641,7.2292,G,C,0
533,3,"Elias, Mr. Joseph Jr",1,17,1,1,2690,7.2292,G,C,0
534,3,"Peter, Mrs. Catherine (Catherine Rizk)",0,,0,2,2668,22.3583,F,C,1
535,3,"Cacic, Miss. Marija",0,30,0,0,315084,8.6625,G,S,0
536,2,"Hart, Miss. Eva Miriam",0,7,0,2,F.C.C. 13529,26.25,F,S,1
537,1,"Butt, Major. Archibald Willingham",1,45,0,0,113050,26.55,B,S,0
538,1,"LeRoy, Miss. Bertha",0,30,0,0,PC 17761,106.425,C,C,1
539,3,"Risien, Mr. Samuel Beard",1,,0,0,364498,14.5,G,S,0
540,1,"Frolicher, Miss. Hedwig Margaritha",0,22,0,2,13568,49.5,B,C,1
541,1,"Crosby, Miss. Harriet R",0,36,0,2,WE/P 5735,71,B,S,1
542,3,"Andersson, Miss. Ingeborg Constanzia",0,9,4,2,347082,31.275,T,S,0
543,3,"Andersson, Miss. Sigrid Elisabeth",0,11,4,2,347082,31.275,T,S,0
544,2,"Beane, Mr. Edward",1,32,1,0,2908,26,F,S,1
545,1,"Douglas, Mr. Walter Donald",1,50,1,0,PC 17761,106.425,C,C,0
546,1,"Nicholson, Mr. Arthur Ernest",1,64,0,0,693,26,F,S,0
547,2,"Beane, Mrs. Edward (Ethel Clarke)",0,19,1,0,2908,26,F,S,1
548,2,"Padro y Manent, Mr. Julian",1,,0,0,SC/PARIS 2146,13.8625,G,C,1
549,3,"Goldsmith, Mr. Frank John",1,33,1,1,363291,20.525,F,S,0
550,2,"Davies, Master. John Morgan Jr",1,8,1,1,C.A. 33112,36.75,T,S,1
551,1,"Thayer, Mr. John Borland Jr",1,17,0,2,17421,110.8833,C,C,1
552,2,"Sharp, Mr. Percival James R",1,27,0,0,244358,26,F,S,0
553,3,"O'Brien, Mr. Timothy",1,,0,0,330979,7.8292,G,Q,0
554,3,"Leeni, Mr. Fahim (""Philip Zenni"")",1,22,0,0,2620,7.225,G,C,1
555,3,"Ohman, Miss. Velin",0,22,0,0,347085,7.775,G,S,1
556,1,"Wright, Mr. George",1,62,0,0,113807,26.55,F,S,0
557,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",0,48,1,0,11755,39.6,A,C,1
558,1,"Robbins, Mr. Victor",1,,0,0,PC 17757,227.525,B,C,0
559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",0,39,1,1,110413,79.65,E,S,1
560,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",0,36,1,0,345572,17.4,F,S,1
561,3,"Morrow, Mr. Thomas Rowan",1,,0,0,372622,7.75,G,Q,0
562,3,"Sivic, Mr. Husein",1,40,0,0,349251,7.8958,G,S,0
563,2,"Norman, Mr. Robert Douglas",1,28,0,0,218629,13.5,G,S,0
564,3,"Simmons, Mr. John",1,,0,0,SOTON/OQ 392082,8.05,G,S,0
565,3,"Meanwell, Miss. (Marion Ogden)",0,,0,0,SOTON/O.Q. 392087,8.05,G,S,0
566,3,"Davies, Mr. Alfred J",1,24,2,0,A/4 48871,24.15,F,S,0
567,3,"Stoytcheff, Mr. Ilia",1,19,0,0,349205,7.8958,G,S,0
568,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,29,0,4,349909,21.075,F,S,0
569,3,"Doharr, Mr. Tannous",1,,0,0,2686,7.2292,G,C,0
570,3,"Jonsson, Mr. Carl",1,32,0,0,350417,7.8542,G,S,1
571,2,"Harris, Mr. George",1,62,0,0,S.W./PP 752,10.5,G,S,1
572,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",0,53,2,0,11769,51.4792,C,S,1
573,1,"Flynn, Mr. John Irwin (""Irving"")",1,36,0,0,PC 17474,26.3875,E,S,1
574,3,"Kelly, Miss. Mary",0,,0,0,14312,7.75,G,Q,1
575,3,"Rush, Mr. Alfred George John",1,16,0,0,A/4. 20589,8.05,G,S,0
576,3,"Patchett, Mr. George",1,19,0,0,358585,14.5,G,S,0
577,2,"Garside, Miss. Ethel",0,34,0,0,243880,13,G,S,1
578,1,"Silvey, Mrs. William Baird (Alice Munger)",0,39,1,0,13507,55.9,E,S,1
579,3,"Caram, Mrs. Joseph (Maria Elias)",0,,1,0,2689,14.4583,G,C,0
580,3,"Jussila, Mr. Eiriik",1,32,0,0,STON/O 2. 3101286,7.925,G,S,1
581,2,"Christy, Miss. Julie Rachel",0,25,1,1,237789,30,T,S,1
582,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",0,39,1,1,17421,110.8833,C,C,1
583,2,"Downton, Mr. William James",1,54,0,0,28403,26,F,S,0
584,1,"Ross, Mr. John Hugo",1,36,0,0,13049,40.125,A,C,0
585,3,"Paulner, Mr. Uscher",1,,0,0,3411,8.7125,G,C,0
586,1,"Taussig, Miss. Ruth",0,18,0,2,110413,79.65,E,S,1
587,2,"Jarvis, Mr. John Denzil",1,47,0,0,237565,15,G,S,0
588,1,"Frolicher-Stehli, Mr. Maxmillian",1,60,1,1,13567,79.2,B,C,1
589,3,"Gilinski, Mr. Eliezer",1,22,0,0,14973,8.05,G,S,0
590,3,"Murdlin, Mr. Joseph",1,,0,0,A./5. 3235,8.05,G,S,0
591,3,"Rintamaki, Mr. Matti",1,35,0,0,STON/O 2. 3101273,7.125,G,S,0
592,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",0,52,1,0,36947,78.2667,D,C,1
593,3,"Elsbury, Mr. William James",1,47,0,0,A/5 3902,7.25,G,S,0
594,3,"Bourke, Miss. Mary",0,,0,2,364848,7.75,G,Q,0
595,2,"Chapman, Mr. John Henry",1,37,1,0,SC/AH 29037,26,F,S,0
596,3,"Van Impe, Mr. Jean Baptiste",1,36,1,1,345773,24.15,F,S,0
597,2,"Leitch, Miss. Jessie Wills",0,,0,0,248727,33,T,S,1
598,3,"Johnson, Mr. Alfred",1,49,0,0,LINE,0,G,S,0
599,3,"Boulos, Mr. Hanna",1,,0,0,2664,7.225,G,C,0
600,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,49,1,0,PC 17485,56.9292,A,C,1
601,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",0,24,2,1,243847,27,T,S,1
602,3,"Slabenoff, Mr. Petco",1,,0,0,349214,7.8958,G,S,0
603,1,"Harrington, Mr. Charles H",1,,0,0,113796,42.4,A,S,0
604,3,"Torber, Mr. Ernst William",1,44,0,0,364511,8.05,G,S,0
605,1,"Homer, Mr. Harry (""Mr E Haven"")",1,35,0,0,111426,26.55,F,C,1
606,3,"Lindell, Mr. Edvard Bengtsson",1,36,1,0,349910,15.55,G,S,0
607,3,"Karaic, Mr. Milan",1,30,0,0,349246,7.8958,G,S,0
608,1,"Daniel, Mr. Robert Williams",1,27,0,0,113804,30.5,T,S,1
609,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",0,22,1,2,SC/Paris 2123,41.5792,A,C,1
610,1,"Shutes, Miss. Elizabeth W",0,40,0,0,PC 17582,153.4625,C,S,1
611,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",0,39,1,5,347082,31.275,T,S,0
612,3,"Jardin, Mr. Jose Neto",1,,0,0,SOTON/O.Q. 3101305,7.05,G,S,0
613,3,"Murphy, Miss. Margaret Jane",0,,1,0,367230,15.5,G,Q,1
614,3,"Horgan, Mr. John",1,,0,0,370377,7.75,G,Q,0
615,3,"Brocklebank, Mr. William Alfred",1,35,0,0,364512,8.05,G,S,0
616,2,"Herman, Miss. Alice",0,24,1,2,220845,65,C,S,1
